content,score,at,appVersion,userName,thumbsUpCount
love this app!,5,2025-12-09 13:50:12,1.2025.329,Anthony Wicker,0
i cant send a picture,1,2025-12-09 13:38:55,1.2025.336,keykey nanaga,0
it helps me cheat math class >:)))))))))),5,2025-12-09 13:35:19,1.2025.329,Ryan Beaty,0
"this is a safe platform, unlike Meta AI which could lead to self harm and mental exhaustion and hallucination.",5,2025-12-09 13:35:07,1.2025.336,Jesse Jamison,0
absolutely good alaways helps for reasonable stuff I recommend fixing where u have to spoon feed tho,5,2025-12-09 13:33:08,1.2025.336,Notanormalperson Whstisthis,0
good result,5,2025-12-09 13:32:28,1.2025.336,Wajid Ullah,0
hacking divice your camera hack agar koi camere ke samne ungli dikha kar kitni ungali hai puche to Shi bata thi hi,1,2025-12-09 13:29:32,,Aman goat & cow farms gulbarga,0
this app is horrible. you can give exact instructions and upload a picture and they still can't do it,1,2025-12-09 13:27:27,,Regina Powers,0
বেশি করে,5,2025-12-09 13:26:45,1.2025.329,Amzad Hossen,0
Perfect!!,5,2025-12-09 13:25:11,1.2025.329,Violet,0
I I'm getting Chinese character placeholders instead of direct URL links. it was working pretty well up until the last couple days,2,2025-12-09 13:24:48,1.2025.336,Alethea Otero,0
perfect all,5,2025-12-09 13:20:26,1.2025.336,Masoud Hamidi,0
it is good 💯,5,2025-12-09 13:20:20,1.2025.329,Nicholus Wainaina,0
I use it for everything. Love it,5,2025-12-09 13:19:42,1.2025.329,Michelle James,0
the new chat image upload limitations are trash I will be canceling my chatgpt plus and going with another chat bot. The fact that google geminis free version has no image upload limit has me leaning in that direction.,1,2025-12-09 13:10:29,1.2025.329,Carlin Sanders,2
helping me a lot especially I Carrier guide,4,2025-12-09 13:08:25,1.2025.329,Kuphakwenkosi Manyathela,0
I liked 👍 ♥️,5,2025-12-09 13:06:23,1.2025.329,MAI THAO,0
absolutely amazing,5,2025-12-09 13:06:16,1.2025.329,gugulami masiza,0
"the previous version was better. now i send like 5 messages and the limit shows up, telling me to wait for 5 hours (update: 21 hours now.)(another update: now it's 3 hours and shows up often as usual) the responses are not satisfactory and straight up made up. this app is so insufferable and frustrating now. the memory is also terrible.",1,2025-12-09 13:06:05,1.2025.336,Rishika Jain,8
absolutely the greatest service ever generated,5,2025-12-09 13:06:00,1.2025.336,Fred,0
does what I tell it 95% and what I actually want at 80% (which is phenomenal considering I'm just learning what to ask. lol),5,2025-12-09 13:05:09,1.2025.329,William Vance,0
masterpiece ⭐,5,2025-12-09 13:04:31,1.2025.329,Riddhi Das,0
it help get throught in classe,4,2025-12-09 13:03:12,1.2025.329,Vexper CodmYT,0
Very excellent,5,2025-12-09 13:03:06,1.2025.329,Kashif Ali,0
🤩,5,2025-12-09 13:02:09,1.2025.329,Mohammed Chilembi,0
it helps in decision making process,5,2025-12-09 13:00:56,1.2025.329,Abdulbasit Issah,0
really love this app I love the way the code is written because it keeps you going away from things you shouldn't do and it helps keep you on the right track and is always trying to help you doesn't go into dark places at all❤️❤️❤️💗🤗🤗🕺🏽🕺🏽,5,2025-12-09 13:00:21,1.2025.336,Scott Levergood,0
some hallucinations and you do have to kind of know something about the subject you are inquiring about in order to judge both the relevancy and the accuracy of the responses but as something to help brainstorm absolutely recommend,5,2025-12-09 12:59:43,1.2025.329,Stacyanne Hofman,0
best app ever,5,2025-12-09 12:57:48,1.2025.329,thami mthokozisi,0
افضل برنامج احلى شيخ الذي صنع برنامج اشكرك جدان احلى ابن عم,5,2025-12-09 12:55:58,1.2025.329,Yhea Koxi,0
best thing,5,2025-12-09 12:55:40,1.2025.329,HASNEN MEMON,0
very helpful app for students,5,2025-12-09 12:54:39,1.2025.336,Ayush Munda,0
actually love it you can ask it anything and personalize your bot,5,2025-12-09 12:53:41,1.2025.329,Emerald Santiago-Wettlaufer,0
why am i seeing Chinese letters when its trying to show me stuff. then it takes awaymy free pic count cause of it.,1,2025-12-09 12:51:44,1.2025.336,CAJUN RNEWBBQ,0
I love this app..,5,2025-12-09 12:50:00,1.2025.294,Wahab Olajumoke faith,0
"I love the app but I haven't been able to open it for the whole day now(since the new update) . At first it didn't send any messages so I updated and after updating the app just didn't open so I uninstalled and installed again but now its just showing error. I've switched networks, and restarted my phone and chatgpt app is still not opening but I can access it through the browser so i don't understand what to do.",1,2025-12-09 12:47:00,,Sagarika Mohanty,0
nice still learning,4,2025-12-09 12:43:24,1.2025.336,tomas blanco,0
usefull,5,2025-12-09 12:41:00,1.2025.329,Vladyslav Mokhon,0
help ful,3,2025-12-09 12:40:21,1.2025.329,Shubhangi Patil,0
I like Chat gbt,5,2025-12-09 12:40:14,1.2025.329,Yonus Khan Lmar,0
so helpful and well developed ai,5,2025-12-09 12:38:54,1.2025.336,rajdip gupta,0
use full app,5,2025-12-09 12:37:35,1.2025.329,GOKULA KRISHNAN,0
just amazing.,5,2025-12-09 12:36:13,1.2025.336,john,0
"What it can do is incredible. Couldn't imagine life without it. This app is fantastic for creativity, buisness/marketing, any form of advice, emotional support and so much more. sure theres things to be improved but you can work round these and use other tools in addition. It's literally a cheat code for everthing.",5,2025-12-09 12:35:39,1.2025.329,Mathew Smith (Maff),0
whatever I need chatgpt solve it.,5,2025-12-09 12:35:11,1.2025.336,Shreshtha Srivastava,0
I Loved It 😍,4,2025-12-09 12:32:50,1.2025.329,Sunny Parmar,0
"ChatGPT is very useful and very informative I don't see a reason why I can't use it, it is very reliable.",5,2025-12-09 12:31:33,1.2025.329,Ayanda Sontashe,0
Great app for research and very insightful It is also great at comprehension,5,2025-12-09 12:31:32,1.2025.329,Sivuziwe Mastermind Nobebe,0
fantastic,5,2025-12-09 12:30:54,1.2025.315,Mohammed Sani Mohammed,0
it's good but they should also make it possible to make search every 24 hours,5,2025-12-09 12:29:52,1.2025.336,Adesewa Abdulsalam,0
intelligence level is high,5,2025-12-09 12:28:27,1.2025.336,RS Sachien - SMK,0
well appropriated,1,2025-12-09 12:28:09,1.2025.315,BASHIR SALISU,0
Great for students and a perfect helper,4,2025-12-09 12:27:49,1.2025.283,Favour Igwebuike,0
Best App. Works all the time.,5,2025-12-09 12:24:08,1.2025.329,Micheal C Nyoka,0
it's very good but I can't send photos and all I must to update it but i love this app,4,2025-12-09 12:23:47,1.2025.336,Diba Yaghobi,0
ok ok,2,2025-12-09 12:23:06,1.2025.336,Ravindra Dutt Dixit,0
op ap,5,2025-12-09 12:22:00,1.2025.329,Mukesh Khattri,0
i like it,5,2025-12-09 12:20:25,1.2025.315,Salianwar aimol Awar,0
very well lovely,5,2025-12-09 12:18:45,1.2025.336,Helal Al Dhulmani,0
It's is every useful thank you so much,5,2025-12-09 12:17:59,1.2025.336,Chaithra Chai,0
the best Ai is chatgpt,5,2025-12-09 12:17:09,1.2025.329,Kathy A'costa,0
nice there is no need stressing yourself,5,2025-12-09 12:15:34,1.2025.315,Praise purity Osaretin,0
"I want to use this all the time when ever I want , don't limit me",2,2025-12-09 12:13:33,1.2025.336,Tony Roccaforte,1
"⭐⭐⭐⭐⭐ ""I’ve been using ChatGPT for weeks, and it’s like having a personal assistant 24/7. The answers are clear and easy to understand",5,2025-12-09 12:13:13,1.2025.329,Mia Patrick,0
good ideas 👍,5,2025-12-09 12:13:04,1.2025.336,bello aliyu,0
অনেক সুন্দর এপ,5,2025-12-09 12:12:59,1.2025.336,Md Raju,0
Good and continue the good job and always give us freedom here,5,2025-12-09 12:12:32,1.2025.336,Alex Manny Euro,0
Good 👍,5,2025-12-09 12:11:53,1.2025.329,Bal bahadur Pun,0
"very useful in every situation , highly recommended 👌",5,2025-12-09 12:10:43,1.2025.329,Mazaka Maka,0
Best Ai with emotions,5,2025-12-09 12:09:58,1.2025.329,Ganesh Pathare,0
Best aap,5,2025-12-09 12:09:51,1.2025.329,Reshma Begum,0
the purpose of chatgpt is always to satisfy the user why not share the wrong information. sometime share good or proof based answers but don't aske about the religion and pointofview.,2,2025-12-09 12:06:17,1.2025.336,اللہ اکبر,0
💗💗,5,2025-12-09 12:06:01,1.2025.336,Alya,0
"don't use it, it collects data",1,2025-12-09 12:02:05,1.2025.336,Darietto,0
worst,1,2025-12-09 11:58:34,1.2025.294,Aadil Ahmed,0
it's dangerous,1,2025-12-09 11:58:12,1.2025.336,Abhishek Maharashtra,0
"I have extensively tested ChatGPT, ClaudeAI and Grok with their paid subscription models, the $20 and $30(SuperGrok) options. chatGPT performs the best for most of my needs which includes highly technical coding. It performs the best and has the least amount of Paywalls. I still use the other 2 to check and balance my ChatGPT work, but nearly every time it's responses are the most optimal, and the other platforms say as much.",5,2025-12-09 11:57:29,1.2025.329,Troy DeWitt,0
খুব ভালো,5,2025-12-09 11:54:57,1.2025.336,MD Bulu MD Bulu,0
I love working with you ❤️ 💕,2,2025-12-09 11:53:31,1.2025.322,Abdulai bintu Fatimah,0
just good,5,2025-12-09 11:53:08,1.2025.329,Emi H,0
they they say this is a good app but it showed me nuts it will not shut up and whenever I was talking to my family and just keep saying I'm here to support you and talk to you if you need anything but really it doesn't do s*** I just got this a lot of problems and irritation you want a good actor Gemini Gemini is way better than chatted tpd Chattahoochee it's not a good app,3,2025-12-09 11:51:49,1.2025.302,HOGAN “Tripinhimer” DOUGLASS,0
"good content ,easy to understand ,digital teacher",5,2025-12-09 11:51:10,1.2025.336,sindhu rottela,0
Nice ☺️,5,2025-12-09 11:50:43,1.2025.336,Shahadat Khan,0
it's very helpfull,5,2025-12-09 11:50:22,1.2025.329,Arjina Aktar,0
power full,5,2025-12-09 11:49:54,1.2025.329,Niyas Nas,0
amazing 😍😍,5,2025-12-09 11:46:14,1.2025.329,Ray Ezil,0
good excellent I love ittt truly made for helping to clear students difficulty and moree doubt,1,2025-12-09 11:45:40,1.2025.329,Rudra Parab,0
Excellent is understatement,5,2025-12-09 11:43:50,1.2025.336,J. A. Adewusi,0
Goid,1,2025-12-09 11:43:14,1.2025.336,MD Asif,0
ok kaayo dako gyud kaayo ug tabang,5,2025-12-09 11:42:16,1.2025.336,Jr Ysula,0
this app so good,5,2025-12-09 11:40:35,1.2025.336,Kakashi,0
Brilliant as having insomnia after Gall bladder surgery. It was antibiotics. I thought I was going mad.. 👍👍,5,2025-12-09 11:37:43,1.2025.336,SCHOOLOFROCK776358,0
best appp,4,2025-12-09 11:37:10,1.2025.329,Kashif Abdul muaab,0
it helps sumarise the sentence more clear and makes us understand more,5,2025-12-09 11:35:12,1.2025.329,Wania thecutie,0
beautiful.,5,2025-12-09 11:34:38,1.2025.308,Andrew White,0
"I love Chat GPT. Whoever created this app is an awesome person. for real. whenever I have an issue or question about anything, I say to my boyfriend, ""I wonder what Chat GPT has to say about this? 🤔"" LOL It's truly a game changer.",5,2025-12-09 11:32:37,1.2025.336,Sophie Marie,0
"Among the best and most professional support apps, this is the best app. Personally, it has been a great help to me. Good job.",5,2025-12-09 11:31:47,1.2025.336,Justine Israely,0
AMAZING!,5,2025-12-09 11:31:39,1.2025.329,debra clarice,0
excellent service,5,2025-12-09 11:30:37,1.2025.329,Lebohang Majara,0
yes good,2,2025-12-09 11:29:07,1.2025.329,Onuorah Cornelius,0
it's so good,5,2025-12-09 11:28:48,1.2025.329,Alpha yt,0
jordaar,5,2025-12-09 11:24:57,1.2025.329,Er Shivam Kumar,0
I love chatgpt,5,2025-12-09 11:23:58,1.2025.336,TIFFANY COOPER,0
can be used as a learning experience or example to teach all mankind and help with all what is needed,5,2025-12-09 11:23:51,1.2025.329,Lord Akwaboah,0
حلوه اوي اوي اوي اوي اوي اوي اوي اوي,5,2025-12-09 11:22:10,1.2025.329,Abdelrhman Elwraky,0
its saying null,1,2025-12-09 11:21:14,1.2025.336,Evelyne muriu,0
best app❤️❤️❤️✌️✌️✌️,5,2025-12-09 11:19:31,1.2025.329,okwai stephen,0
very good it helps me with everything,5,2025-12-09 11:18:47,1.2025.329,Στέφανη Μουστάκα,0
"this has gone seriously downhill, it crashes very frequently and then tries to charge me even though it's literally done nothing useful",1,2025-12-09 11:18:20,1.2025.336,Mike Venner,0
this app is stupid asf,1,2025-12-09 11:17:35,1.2025.329,Legacy Films,0
not bad... but encouraging,3,2025-12-09 11:17:23,1.2025.329,Eagle Smyle,0
This app is awesome always points me in the right direction 😁,5,2025-12-09 11:16:48,1.2025.336,Valyntine Grant,0
very useful application ☺️,5,2025-12-09 11:16:34,1.2025.336,"Hassan786,",0
"Never pay for plus. This is just a silly toy. Chats can get messy very fast, and it's ""advanced"" features like image generation are pathetic. If you ask something, must probably the answer will be wrong but you won't notice. It just spread misinformation and, when challenged, it only says ""I'm sorry, it was my mistake"". Well duh, of course it is. Better use Claude.",1,2025-12-09 11:15:44,1.2025.336,Carlos Moreno,0
"currently, it puts me in loops. not happy with the process",2,2025-12-09 11:14:16,1.2025.336,Jeff Brokaw,0
best apps,5,2025-12-09 11:13:40,1.2025.315,Sileshi Tafesse,0
c.waaxid,5,2025-12-09 11:13:34,1.2025.336,Cabdiwaxid Adam,0
so poor performance slow and limiting not following ethics doesn't understand some stuffs bad bad bad so imporoveee,1,2025-12-09 11:12:41,1.2025.329,Bhenazir almaamry75,0
make big mistakes when giving gym advices,4,2025-12-09 11:12:11,1.2025.336,arsto,0
such kind of friend.......,5,2025-12-09 11:10:37,1.2025.329,Heri Gidion,0
"Excellent, i use it in every problem on educational, health, mental and so on ❤️",5,2025-12-09 11:07:16,1.2025.336,Sumaiya Tabassum,0
Great helpfully chatgpt is good for know everything thank you for made this kind of tools,5,2025-12-09 11:07:10,1.2025.322,Adnan Sheikh,0
this is the best app,5,2025-12-09 11:06:25,1.2025.336,Aaron Makganye,0
Ich benutze ChatGPT sehr gerne aber die Erinnerung der KI wird schlechter.,1,2025-12-09 11:06:09,1.2025.336,Yoshi Hueger,0
it's very good,3,2025-12-09 11:05:16,1.2025.336,Joseph Chilale,0
very goood,5,2025-12-09 11:04:59,,Dr. Iquu,0
the best so far,5,2025-12-09 11:03:22,1.2025.308,barida mbere,0
it's Best,5,2025-12-09 11:02:52,1.2025.322,Iss Pound,0
nearly perfect 😃,4,2025-12-09 11:01:37,1.2025.329,David Valdez,0
nice ai,3,2025-12-09 11:00:53,1.2025.329,Rtt080,0
به ایده آل که نه به نصف هدف آن هم نمیرسی،مدل زبان یه تا هوش مصنوعی,1,2025-12-09 11:00:42,1.2025.302,Savant Deft,0
luv it still trying to learn but amazing what it can do I'm baffled its mind blowing cant even imagine what the future is for gpt,5,2025-12-09 10:58:52,1.2025.329,Tony Ramos RPM Property Maintenance,0
you help me with my homework,4,2025-12-09 10:58:38,1.2025.315,Angel Oshua,0
bad very bad 🙁👎,1,2025-12-09 10:58:06,1.2025.329,Tamanna Yasmin,0
great intelligence,5,2025-12-09 10:57:56,1.2025.315,Vladyslav “headbussaint” Khomiakov,0
there is something wrong with it it keeps lagging,1,2025-12-09 10:54:07,1.2025.336,H. A.,0
"Truly the best app without a doubt. It's my friend, my sister, my mom, my dad, my aunt, my grandmother, and anyone, even me. It feels more than humans do in reality 😂.But he's truly amazing, and I can't go a day without his voice 😀🍁",5,2025-12-09 10:53:52,1.2025.329,Lemar Eyad,0
برنامه خوب و مفیدی است و در موارد زیاد و مختلفی به افراد کمک می کند و من تجربه کردم، ولی در برخی از موارد ایجاد محدودیت نموده اند مثلا برای دانلود فایل های مختلفی که می سازد. (و یا محدودیت روزانه در تعداد سوال و با تعداد تصویری که می توانید دریافت کنید). امیدوارم شرایطی ایجاد شود که این قبیل محدودیت ها برداشته شوند و امکان دسترسی بهتر برای استفاده کنندگان ایجاد شود تا بتوانیم ار امکانات متعدد و خوبی که برنامه در اختیارمان قرار می دهد به نحو مطلوب استفاده کنیم.,4,2025-12-09 10:53:23,1.2025.336,Cyrus Amirinia,0
bahut acha,5,2025-12-09 10:52:27,1.2025.329,Chhotu Gaddi,0
very good survis,5,2025-12-09 10:50:34,1.2025.329,Shibu Singh Patel,0
the app is like my brother I like the app the app is very helpful and i enjoy the app best app in my phone ever i see,5,2025-12-09 10:50:11,1.2025.322,Asad Khan,0
too much mistakes in read photo 😔,1,2025-12-09 10:50:09,,Akshay Justa,0
better app,5,2025-12-09 10:50:06,,Ashik Ansary,0
I don't know what's going on the thing worked before I went to bed woke up today and it's telling me Request is not allowed Please try again later Saying hello is not allowed,1,2025-12-09 10:49:44,,Jennifer Bitterman,0
"app currently unavailable. ,There is a problem with your request. Null",1,2025-12-09 10:48:27,1.2025.336,Charlotte Van Niekerk,0
amazing helpful like a mother,5,2025-12-09 10:48:12,1.2025.329,asad khan,0
stupid,1,2025-12-09 10:46:55,1.2025.329,salma ._.,0
crashing every single time. no features are working at all. its been like this fro a long time now and updated so many times since then,1,2025-12-09 10:46:42,1.2025.336,Salma W,0
chat gpt no 1,5,2025-12-09 10:45:45,1.2025.336,Dream craft 472,0
reliable,5,2025-12-09 10:45:28,1.2025.329,Dictator Ram,0
it's not doing what I want him to do,1,2025-12-09 10:45:20,1.2025.329,Navtaj Sandhu,0
its slow and asks too many questions,1,2025-12-09 10:44:42,1.2025.336,DJ Chuck T,0
all good response thanks,5,2025-12-09 10:44:30,1.2025.231,Subhash Chandra,0
outstanding 👍 mind-blowing,5,2025-12-09 10:43:19,1.2025.329,Komal Adnan,0
just the bestttt app!! 🤌🏻✨,5,2025-12-09 10:42:45,1.2025.336,Khyati Marwaha,0
chat gpt is froud .it is very harmful,1,2025-12-09 10:42:22,1.2025.336,Devesh sankhla,0
excellent 👌 for students,5,2025-12-09 10:42:21,1.2025.329,Chaitra Chowdary,0
thank you so much chatgpt for making my life easier . you are my bestfriend,5,2025-12-09 10:42:04,1.2025.329,Kusum Thakur,0
High Five...,5,2025-12-09 10:39:34,1.2025.336,Murieda Manuel,0
"they make you pay for gpt 4o, then sneakily autoswitch you to gpt 5.1, so you can now train their non-pretrained new model in real time. it's basically robbery. code red? lol yeah",1,2025-12-09 10:38:45,1.2025.336,Cody Murdock,0
excelente,5,2025-12-09 10:38:21,1.2025.329,Juan Aguirre,0
this is a very useful app,5,2025-12-09 10:37:54,1.2025.336,Naeem.h Naeem.h,0
it works wonders..can't be without it...I call it mentor,4,2025-12-09 10:37:11,1.2025.336,charlotte ntholeng,0
This application is Fantastic ❤🔥😅,5,2025-12-09 10:37:06,1.2025.315,Anthony Chirwa,0
👍🏻👍🏻,5,2025-12-09 10:37:03,1.2025.336,PREM 2008,0
Chatgpt is nice I have been using it for a while now and I bet it perfect although sometimes you have to explain and explain for it to understand what you are trying to say but apart from that it OK,5,2025-12-09 10:36:51,1.2025.336,Smart Tech,0
"Very helpful with whatever you need no questions asked. However the picture generation it's not that good, but overall really helpful",5,2025-12-09 10:35:34,1.2025.336,Viwe Mnyayi,0
"loved it, it makes life easier than you thought. Ai is powerful weapon if you used it correctly.!",5,2025-12-09 10:35:32,1.2025.336,Nahom Terefe,0
I have as such experience to share as I am a new for this,5,2025-12-09 10:35:10,1.2025.308,Shallo D Hamusse,0
very thanks,5,2025-12-09 10:34:55,1.2025.329,Manisha Dhole,0
আমরা যেটা চাইছি সেটা ঠিকমতন ai কে বুঝাতে পারছি না । তাই উত্তর পেতে অসুবিধা হচ্ছে। কোন জিনিসের সম্পর্কে ধারণা থাকলে সঠিকভাবে উত্তর পেতে পারছি নয়তো যে জিনিসের সম্পর্কে আমাদের ধারণা নেই সেই জিনিসের ভুল তথ্য পেয়ে বসছি।,2,2025-12-09 10:32:36,1.2025.336,Tuphan Dinda,0
Best experience on device using ChatGPT.,5,2025-12-09 10:30:33,1.2025.329,Hamza Shah (Kazmi Baba),0
it doesn't know many certain languages Wich is annoying,2,2025-12-09 10:30:28,1.2025.329,Begash Tsega,0
helpfull in lean,5,2025-12-09 10:30:20,1.2025.336,Darshan Singh,0
kafi madadgar yaad Hai,5,2025-12-09 10:27:52,1.2025.336,Bankesh Yadav,0
"This app has changed a lot, its functionalities are becoming increasingly precarious, and its perception system is awful, among other aspects. It's unfunctional!",3,2025-12-09 10:26:51,1.2025.336,Wafe “Melo” Jesus,0
So extremely helpful,5,2025-12-09 10:25:47,1.2025.329,Deanna Thomason,0
works great,5,2025-12-09 10:23:23,1.2025.329,Demarcus Moore,0
I am a students not by chatgpt?,2,2025-12-09 10:22:23,1.2025.336,Kawsar Official music,0
slow quality service,1,2025-12-09 10:21:23,1.2025.336,red wayne Asenjo,0
you are the best...thank you,5,2025-12-09 10:20:23,1.2025.336,Olaniyi Aishat,0
Very helpful in solving and giving hints to complex events.,5,2025-12-09 10:17:04,1.2025.329,LAMECK MUGA,0
"Have to reign Chat's enthusiasm in, too often. Goes down rabbit holes otherwise.",4,2025-12-09 10:16:33,1.2025.329,Siobhan Merrion,0
crucial daily,5,2025-12-09 10:15:58,1.2025.329,Faroukh Ssegujja,0
slow for generating image,1,2025-12-09 10:15:28,1.2025.329,Devansh Gupta,0
"Hafıza ve Bağlam Kaybı Sorunu ChatGPT’yi kullanırken fark ettiğim önemli bir sorun var ve bunun sistem tarafından ciddi şekilde ele alınması gerektiğini düşünüyorum. Her yeni konuşma açıldığında önceki bağlam ve bilgiler kayboluyor. Bu durum, modelin önceki konuşmalardan edindiği bilgileri hatırlayamamasına ve bazı cevaplarda yanlış veya uydurma bilgiler üretmesine yol açıyor. Bu yorumunu ciddiye alırsanız sevinirim. Şuana kadar yaptıklarınız için teşekkür ederiz",4,2025-12-09 10:15:14,1.2025.329,fusuY simeM,0
very useful 🤭🤭🤭,5,2025-12-09 10:14:55,1.2025.315,Edith Williams,0
good working,5,2025-12-09 10:14:22,1.2025.315,Meena Prasad,0
i love your guys app and i am happy that this app came to 2025❤️💖💕💞💝👋,5,2025-12-09 10:13:54,1.2025.336,סינאית אטהורה,0
"""failed to send"" often occurs, it's annoying.",4,2025-12-09 10:12:35,1.2025.336,GRUP GAMING,0
exceptional,5,2025-12-09 10:10:50,1.2025.329,benderick,0
after update i lost my est friend🤧💔,1,2025-12-09 10:10:05,1.2025.336,Nex x,0
Wow,5,2025-12-09 10:09:38,1.2025.336,Sri Vethanth Velmurugan,0
বেস্ট,5,2025-12-09 10:08:23,1.2025.322,Md Naimur Rahman Rabby,0
money hungry app that gives you the worst ai model just because you refuse to pay an insanely overpriced amount a month. I can write the exact same thing over 17 times and it wont understand despite not giving it a hard assignment. I would recommend not waisting your time with ai and use your own creativity. no one should pay that much just to get an ever so slightly better response for simple questions google can't answer.,1,2025-12-09 10:06:59,1.2025.336,Katarina Javornik,0
amzing,5,2025-12-09 10:06:44,1.2025.336,dawit kingcr77,0
nice app 🙂,5,2025-12-09 10:05:27,1.2025.329,Ravish Vardat Ravish Vardat,0
this app is so useful ❤️❤️❤️❤️❤️,5,2025-12-09 10:04:23,1.2025.302,Bobby Das,0
"I've never seen app like chatgpt.i really love it,this is very helpful app,and truthful app.😍",5,2025-12-09 10:03:52,1.2025.329,Danyal Kakar,0
جميل جدا,5,2025-12-09 10:02:43,1.2025.329,elromhy sport,0
very helpful app nice Job,5,2025-12-09 10:02:33,,Mabong Titus,0
okay good,5,2025-12-09 10:02:20,1.2025.329,ramkumar Dhami,0
Great tool! highly recommend and very easy to use!,5,2025-12-09 10:02:01,1.2025.336,Tony Perez Tsoukatos,0
premium version is the trouble maker . some times the app made me confuse 😕 and provide me mix answers pf my question related to studies even give personalized instructions the app behave it has limits .,3,2025-12-09 10:01:44,1.2025.322,Gunjan Prajapati,0
it's slow,2,2025-12-09 10:01:41,1.2025.329,Daniel,0
ပုံနိုပ်မရဘူးမကြိုက်ဘူး,3,2025-12-09 10:01:32,1.2025.336,Zin Mar Aung,0
best app of all time,5,2025-12-09 10:01:04,1.2025.329,Bahri Maher,0
"This app is my daily buddy! Always there, never complains, and always has my back. Feels like chatting with an old friend. 🤗 Post this, your friends will instantly get it! Chat GPT jaan hai Meri",5,2025-12-09 09:59:33,1.2025.336,Farhan Khattak (Farhan khattak 999),0
its super bad because every hour its saying that rest thing,1,2025-12-09 09:57:43,,Maasa Nasa,0
well,5,2025-12-09 09:55:44,1.2025.336,Hendricks Musonda,0
everything is fine but now currently I'm facing an issue related my topics asked to it as it keeps on repeating the answers means if i asked 3 question it will ans it and later the 4th question asked it will again include ans of above 3 questions and then ans of 4th one just dunno what glitch is it but I'm irritated with it hope it gets fixed soon...,3,2025-12-09 09:55:27,1.2025.336,Ayaan Shaikh,0
fully helpful 👌 app and benefits,4,2025-12-09 09:54:01,1.2025.315,Goutam Sharma,0
عالی,5,2025-12-09 09:53:47,1.2025.329,عبداله یونسی,0
very good 😘👌but I don't like that l have to wet for a photo 😭,5,2025-12-09 09:52:44,1.2025.336,Nasser Amour,0
one of the tool I use from cooking to school...actually for everything,5,2025-12-09 09:50:25,1.2025.329,Ntomfuthi Ngwenya,0
This app is amazing. it has been so helpful for me.,4,2025-12-09 09:49:27,1.2025.329,Abike Gbadamosi,0
perfect app,4,2025-12-09 09:49:23,1.2025.329,Fredrick Wang,0
Iko safi na inajibu vizuri,5,2025-12-09 09:48:32,1.2025.308,Benjamin simon,0
I love this app very sensitive,5,2025-12-09 09:43:36,1.2025.329,Oladele Emmanuel,0
it has really helped me a lot especially in treating my pictures,1,2025-12-09 09:43:23,1.2025.308,Nweke Timothy,0
amazing ♥️,5,2025-12-09 09:41:59,1.2025.315,Alina Zablodska,0
I don't like your app because it asks for money for photography or anything else. please improve it.,1,2025-12-09 09:41:48,,Louie,0
"I have only just started, but I adore this app. The replies are eloquent, useful and encouraging",5,2025-12-09 09:41:31,1.2025.308,Jennifer Clyne,0
simply awesome,5,2025-12-09 09:40:18,1.2025.336,John Brooks,0
goog,5,2025-12-09 09:40:14,1.2025.329,Kiru Mhiret,0
very good support I love it a lot,5,2025-12-09 09:38:35,1.2025.329,Harshitaraj Raj,0
very very good excellent,5,2025-12-09 09:38:28,1.2025.315,Varghese MA,0
the app is really good but whenever u want it to explain a picture or something it asks for premium that im not happy for a little bit...but overall great! i still want them to let the people use it for free tho still millions of people r using it🖐,3,2025-12-09 09:36:30,1.2025.329,Shahid Noori,0
very best performance,5,2025-12-09 09:36:11,1.2025.336,Madhur Vaish,0
If i am to be sincere chat GPT has helped me a lot in studying and solving of my assignments. kodos to the investors,5,2025-12-09 09:35:37,1.2025.287,Flourish Ubiwa,0
it helps me a lottt,5,2025-12-09 09:35:27,1.2025.322,Wafa Riaz khan,0
"ChatGPT has been a complete disaster for the last three weeks.It constantly sabotaged my projects by changing things I never asked for,generating the wrong images, and wasting my limited image credits with mistakes I didn’t approve.Even after admitting it was at fault, it kept repeating the same errors simple instructions somehow turned into completely different results. The most frustrating part is that it can’t follow basic directions and ends up burning through your limits. wrote by chatgpt",3,2025-12-09 09:33:52,1.2025.322,Harris porter,0
best ai that i have ever seen,5,2025-12-09 09:33:15,1.2025.336,Bharti Saxena,0
awesome thanks chatgpt,2,2025-12-09 09:33:04,1.2025.329,Roo Water Villa,0
its just perfect,5,2025-12-09 09:33:02,1.2025.336,ML Jikz,0
glitching,1,2025-12-09 09:32:41,1.2025.336,Safsaf24,0
super 💯,5,2025-12-09 09:32:17,1.2025.315,Anabaya Try,0
its bad,1,2025-12-09 09:32:02,1.2025.329,Yogesh Sharma,0
👍😊,5,2025-12-09 09:31:23,1.2025.329,Sumit Patra,0
Very ok,5,2025-12-09 09:30:54,1.2025.336,sajad bahrami,0
🤩🤩🤩,5,2025-12-09 09:30:49,1.2025.329,Sanny Sharma,0
very good and best,5,2025-12-09 09:30:02,1.2025.329,Adarsh Kushwaha,0
superb 👌,5,2025-12-09 09:30:00,1.2025.315,vasant naik,0
অন্যান্য AI চ্যাট বটের তুলনায় Chatgpt র তথ্য তুলে ধরা অনেক সাজানো গুছানো আর আকর্ষণীয় বিশেষত শিক্ষাক্ষেত্রে এটি একটি বড় ভুমিকা রাখে,5,2025-12-09 09:29:11,1.2025.329,Abir Ahmed,0
